ots_id	source	target	stance	year	title	subtitle	text
OTS_20080926_OTS0155	1100000	1	1.0	2008	SP-Krotsch: SPÖ ist für Frauen die richtige Wahl	<no subtitle>	"Wien (SPW) - ""Der gestrige 'Equal Pay Day' hat einmal mehr bewiesen, wie wichtig es ist Politik im Sinne und Interesse der Frauen zu betreiben. Die SPÖ ist für alle Österreicherinnen eine verlässliche Partnerin, denn seit jeher setzen sich die SPÖ-Frauen für die Gleichberechtigung in allen Lebenslagen ein. Außerdem wissen wir, wie wichtig und dringend es ist, die schwächeren Einkommensschichten, zu denen leider vor allem Frauen zählen, schnell zu entlasten"", betonte die Frauensekretärin der SPÖ Wien, LAbg. Nicole Krotsch am Freitag.****  "
OTS_20080917_OTS0209	1100000	0	-2.0	2008	Frauen- und Regionalministerin Silhavy: Neuausrichtung der Politik für den ländlichen Raum	Regionalpolitik muss sich mehr an Bedürfnissen von Frauen orientieren	"Wien (SK) - ""Der demografische Wandel führt in vielen ländlichen Gebieten Österreichs zu starken Veränderungen. Dabei ist zu beobachten, dass aus diesen Regionen besonders viele junge Frauen wegziehen.. Das fördert die Spirale aus Rückzug der Daseinsvorsorgeeinrichtungen, Verlust an Lebensqualität, geringe Geburtenquote, Überalterung und Bevölkerungsverlust in der Region. Gerade Veranstaltungen wie das Symposium ""ländlicher Raum - männlicher Raum?"" in Salzburg sind für die Analyse von diesen Aspekten sehr wichtig"", betonte heute Bundesministerin Heidrun Silhavy in einer gemeinsamen Pressekonferenz mit SPÖ-Abgeordnete Rosa Lohfeyer anlässlich der Eröffnung des Symposiums. ****  "
OTS_20080911_OTS0236	1300000	3	1.0	2008	FP-Mahdalik: Neues Wachzimmer in der Puchgasse ist ein FPÖ-Erfolg	SPÖ wollte Kagraner Spange und ist abgeblitzt	Wien, 11-09-08 (OTS) - Die heute in der Puchgasse 1 eröffnete neue Polizeiinspektion geht auf einen Antrag der FPÖ-Donaustadt in der Bezirksvertretung im Jahr 2006 zurück, als die SPÖ noch auf dem völlig ungeeigneten Standort Kagraner Spange bestanden hat, stellt FPÖ-Gemeinderat Toni Mahdalik klar. Spät aber doch haben Becher, Scheed & Co. dann auf die FPÖ-Linie eingeschwenkt und den jetzigen Standort unterstützt.  
OTS_20060906_OTS0118	1100000	2	-1.0	2006	Gaal: Vereinnahmung des Bundesheeres durch die ÖVP unerträglich	Bundesheer und Reformkommission müssen aus Parteipolitik gehalten werden	"Wien (SK) - ""Die Machtpolitik der ÖVP ist unerträglich. Da werden das Bundesheer und die überparteiliche Reformkommission für den Wahlkampf missbraucht. Ich fordere Minister Platter auf, die parteipolitische Vereinnahmung des Österreichischen Heeres durch die ÖVP sofort zu beenden"", so SPÖ-Wehrsprecher Anton Gaal am Mittwoch gegenüber dem SPÖ-Pressedienst zur heutigen Veranstaltung von Minister Platter und Kanzler Schüssel in der Rossauer Kaserne. ****  "
OTS_20060901_OTS0225	1400000	2	-1.0	2006	Weinzinger: Schüssels Arbeitsmarktpolitik für Frauen ist verheerend -  	Grüne: Vorrang für Frauen - 25.000 zusätzliche Jobs für Frauen gefordert	"Wien (OTS) - ""Die Bilanz von Schüssels Arbeitsmarktpolitik für Frauen ist verheerend"" so Brigid Weinzinger, Frauensprecherin der Grünen. Es gibt zwar sogenannte arbeitsmarktpolitische Sonderprogramme für Frauen, Nutznießerinnen sind allerdings nicht Wiedereinsteigerinnen sondern die Handelsketten. Höchstens zehn Prozent statt der ursprünglich geplanten 25 Prozent der Frauen, die an diesen Maßnahmen teilnehmen, werden nach einem zur Gänze vom Arbeitsmarktservice gesponserten Gratis-Arbeitsmonat von den Handelsketten auch tatsächlich übernommen werden. ""Angesichts dieser durch und durch untauglichen Maßnahmen überrascht es nicht, wenn die Arbeitslosigkeit bei den Frauen wesentlich langsamer zurückgeht als bei den Männern,"" so Weinzinger.  "
OTS_20080905_OTS0302	1100000	0	-2.0	2008	"Donauinselfest 2008: Krotsch - ""Ein sicheres Fest für alle Frauen!"""	<no subtitle>	Wien (SPW) - Das Donauinselfest ist jedes Jahr aus Neue eine tolle, gelungene und friedliche Veranstaltung. Hier können alle BesucherInnen nicht nur ein abwechslungsreiches Musikprogramm genießen, sondern auch neue Sportarten ausprobieren oder sich kulinarisch verwöhnen lassen. Für mich als Frauensekretärin spielt dabei das subjektive Sicherheitsgefühl der weiblichen Besucher eine besondere Rolle und darauf wird am Donauinselfest besonders viel Wert gelegt, betonte die Frauensekretärin der SPÖ Wien, LAbg. Nicole Krotsch am Freitag.****  
OTS_20021107_OTS0149	1200000	1	-1.0	2002	VP-MARBOE: Mailath-Pokorny und Glawischnig ohne neue Ideen für die Kulturpolitik	Nur die Bundespolitik kritisieren ist zuwenig	"Wien (ÖVP-Klub) "" Es ist enttäuschend, wie wenig substanzielle Ideen zur Zukunft der Kulturpolitik von den Vertretern der Sozialdemokratie und der Grünen präsentiert werden"", erklärte Stadtrat Peter Marboe anlässlich der Diskussion ""Kulturpolitik vor der Wahl"" im ""Depot"" am Mittwoch Abend. Die Versäumnisse der Wiener Rathaus-SP in der Gestaltung der Kulturpolitik können nicht ausschließlich mit den Kürzungen auf Bundesseite begründet werden. In der Kulturpolitik der SPÖ herrscht nach wie vor das Credo: soviel Einfluss wie möglich, nicht wie nötig.****  "
OTS_20021015_OTS0213	1100000	2	-1.0	2002	Posch zu Asylpolitik Strassers: Längere Drittstaatenliste löst Problem nicht	<no subtitle>	"Wien(SK) SPÖ-Menschenrechtssprecher Walter Posch kritisierte Dienstag gegenüber dem SPÖ-Pressedienst die von Innenminister Strasser ausgearbeitete Drittstaaten-Liste. ""Denkt man sich diese Idee Strassers durch und erweitert die Liste auch um jene Länder, die EU-Beitrittskandidatenstatus haben, dann bedeutet das nichts anderes, als dass Österreich von sicheren Drittstaaten umgeben ist"", erklärte Posch. Der Landweg werde daher für Flüchtlinge nicht mehr in Frage kommen. ""Verzweifelte Menschen werden aber auch in Zukunft einen Weg finden, sei es auf dem Land-, oder dem wahrscheinlich wesentlich teureren Luftweg"", so der SPÖ-Abgeordnete. Für Posch sei klar, dass nicht die Erweiterung der Drittstaatenliste eine Antwort auf die erhöhte Zahl an Asylsuchenden sein könne, sondern vielmehr die Aufstockung der zuständigen Abteilungen bzw. eine effiziente Abwicklung der Asylanträge. ""Jeder Flüchtling hat ein Recht darauf, dass sein Fall in angemessener Zeit behandelt wird. Das ist ein Menschenrecht, das auch Innenminister Strasser berücksichtigen muss"", betonte Posch abschließend. **** (Schluss) ps/mp/mm  "
OTS_20080901_OTS0110	1300000	1	0.0	2008	FP-Mahdalik zu Valentin: UVP-Stellungnahme fristgerecht eingebracht	SPÖ macht weiter den Büttel der Fluglärmlobby	Wien, 01-09-08 (OTS) - Während sich SPÖ-Fluglärmpflichtverteidiger Valentin Sorgen um meine - selbstverständlich - fristgerecht eingebrachte Stellungnahme zum UVP-Verfahren für den Bau der 3. Piste in Schwechat macht, agiert die SPÖ-Wien weiter als Handlanger der Flugverkehrsindustrie und gegen mehr als 300.000 Fluglärmgeschädigte in Wien, kritisiert FPÖ-Fluglärmsprecher LAbg. Toni Mahdalik.  
OTS_20080911_OTS0257	1500000	1	-1.0	2008	"BZÖ-Tremmel: ""SPÖ-Blecha fällt Pensionisten in den Rücken"""	Vier Prozent Pensionserhöhung als Inflationsausgleich nötig	"Wien (OTS) - Auf das Schärfste kritisierte heute der Obmann der österreichischen Seniorenplattform Dr. Paul Tremmel die Aussage des SPÖ-Pensionistenverband-Chef Karl Blecha, wonach Geld für eine vierprozentige Erhöhung der Pensionen nicht vorhanden sei. ""Mit dieser Aussage fällt SPÖ-Blecha allen österreichischen Pensionisten in den Rücken"", so Tremmel.  "
OTS_20021028_OTS0050	1400000	2	-1.0	2002	Glawischnig: Frauenverachtende Äußerung von Finz erleichtert Wählerinnen Entscheidung	Utl: Statt sich zu entschuldigen, will er sich in Hump-Dump-Manier herausreden: 'Arg.Schwarz.Peinlich' =	"Wien (OTS) ""Die Wählerinnen werden es Herrn Finz danken. Ihnen wurde die Entscheidung erleichtert, denn nach dieser frauenverachtenden Aussage wird es sich wohl jede Frau doppelt überlegen der ÖVP ihre Stimme zu geben"", so Eva Glawischnig, stv. Bundessprecherin und Spitzenkandidatin der Grünen in Wien, über die von 'profil' aufgeschnappten Aussagen von Finz, der sagte 'jede Stimme ist wichtig, auch wenns die einer Frau ist'. ""Deutlicher hätte Finz nicht klarmachen können, welches Frauenbild die ÖVP hat"", so Glawischnig..  "
OTS_20171005_OTS0146	2400000	4	-1.0	2017	NEOS Wien/Emmerling: Vassilakou ist mit Ausbau von E-Tankstellen enorm im Verzug	Bettina Emmerling: „Nun wird medienwirksam eine einzige neue E-Tankstellen eröffnet. Ob der Plan, 1.000 neue E-Tankstellen bis 2020 zu errichten, hält, ist mehr als fraglich.“	Wien (OTS) - „Selbstverständlich begrüßen wir NEOS, dass die Stadt Wien das Netzwerk an E-Tankstellen ausbauen will. Kurz vor der Wahl wird nun die Eröffnung der ersten, von der Stadt betriebenen E-Tankstelle medienwirksam gefeiert. Damit zeigt die Verkehrsstadträtin leider einmal mehr, dass sie groß bei Ankündigungen aber klein in der Umsetzung ist: 1.000 neue E-Tankstellen wurden den Wienerinnen und Wiener Anfang 2016 versprochen. Jetzt, eineinhalb Jahre später, fängt man gerade einmal an damit und verspricht bis nächstes Jahr 115 E-Tankstellen. Es ist also mehr als fraglich, ob der Plan, bis 2020 1.000 neue E-Tankstellen zu errichten, halten kann“, kommentiert NEOS Wien Verkehrssprecherin Bettina Emmerling die heutige Eröffnung.
OTS_20021028_OTS0174	1300000	4	-1.0	2002	"AVISO: NEUER TERMIN! MORGEN PK Scheibner/Partik-Pable: ""Strafanzeige gegen die Grünen"""	MORGEN Dienstag, 09..30 Cafe Landtmann, Löwelzimmer;	Wien, 2002-10-28 (fpd) - Hiermit dürfen wir die sehr geehrten Damen und Herren von Presse, Hörfunk und Fernsehen zu folgendem Termin sehr herzlich einladen: ****  
OTS_20080919_OTS0274	1200000	1	-1.0	2008	"VP-Walter: ""SPÖ-Abzocke im öffentlichen Raum"""	Donaukanal-Masterplan längst überfällig	"Wien (OTS) - Der Landesgeschäftsführer der ÖVP Wien, Stadtrat Norbert Walter, zeigt sich erfreut, dass sich nun auch die Grünen für einen Masterplan Donaukanal einsetzen. ""Die ÖVP Wien fordert seit Jahren, dass das Gelände beim Donaukanal attraktiviert wird. Hier finden wir sicher Gemeinsamkeiten mit den Ideen der Grünen."" Leider sei die SPÖ Wien auf diesem Ohr taub, so Walter: ""Ein Lokal hier, ein Badeschifferl da. Das ist eindeutig zu wenig, wenn man das Areal beim Donaukanal wirklich nachhaltig beleben will. Leider ist der Donaukanal-Koordinator völlig überfordert, auf den versprochenen Masterplan warten wir schon eine halbe Ewigkeit. Dazu kommt, dass die SPÖ in typisch abgehobener Manier nun ihre Abzocke auch auf den öffentlichen Raum ausgedehnt hat"", verwies Walter angesichts des heute stattfindenden Lichterlfests auf die Tatsache, dass hier für eine Veranstaltung im öffentlichen Raum auch noch Miete bezahlt werden muss. ""Typisch SPÖ: Absolut regieren - absolut abkassieren"", so der VP-Landesgeschäftsführer abschließend.  "
OTS_20021120_OTS0268	1100000	3	-1.0	2002	Maier zu Böhmdorfer: Beim Konsumentenschutz nichts weiter gebracht	<no subtitle>	"Wien (SK) Böhmdorfer habe sich beim Konsumentenschutz mit VKI und AK angelegt, statt für die Konsumenten etwas weiter zu bringen, kritisierte SPÖ-Konsumentenschutzsprecher Johann Maier am Mittwoch. ""Böhmdorfer hat als Konsumentenschutzminister keinen entscheidenden Akzent gesetzt"", erklärte Maier. Wäre nicht die Umsetzung von europäischem Recht, müsse man von einer glatten ""Null-Bilanz"" Böhmdorfers beim Konsumentenschutz sprechen. ****  "
OTS_20021031_OTS0141	1100000	2	-1.0	2002	Schasching: Handlungsbedarf von Gehrer ist jetzt angesagt	Schulzukunft nicht Schulvergangenheit liegt Kinderfreunden am Herzen	"Wien (SK) ""Die Rechtfertigung der ÖVP, Unterrichtsstunden und Lehrpläne bereits 1995 entmottet zu haben, heißt keineswegs, dass man sich jetzt zurücklehnen darf, um Österreichs SchülerInnen sich selbst zu überlassen"", kritisiert SPÖ-Abgeordnete Beate Schasching, Schulsprecherin der Österreichischen Kinderfreunde das überhebliche Verhalten der ÖVP.. ""Die OECD-Studie ist eine aktuelle Studie - das heißt, der Jetzt-Zustand an Österreichs Schulen lässt zu wünschen übrig. Nostalgisches in der Vergangenheit kramen der ÖVP ändert nichts an der Tatsache, dass Österreichs Kinder durch die enorme Arbeitsbelastung der hohen Zahl an Schul- und Lernstunden gefordert und leider auch oft frustriert sind"", so Schasching. ****  "
OTS_20080827_OTS0225	1400000	1	-1.0	2008	"Brosz zu SPÖ-Bildung: ""Faymann und Schmied völlig visionslos"""	SPÖ-Blockade beim Gratiskindergarten unverständlich - ein Jahr ist nicht genug!	"Wien (OTS) - ""Das Konzept der SPÖ für die Bildung lautet: Weiter wie bisher in der Großen Koalition. Das heißt weiter ohne Visionen und weiter mit der Ankündigungspolitik"", erklärte der Bildungssprecher der Grünen, Dieter Brosz. Außerdem stelle sich die Frage, ob die SPÖ vom Ziel der gemeinsamen Schule abweicht. Über die Ausweitung eines Schulversuches werde es nicht gehen. ""Es fehlt an allen Ecken und Enden. Versprochen wurde von Claudia Schmied viel, gehalten wenig. Es gibt keine Senkung der KlassenschülerInnenhöchstzahlen in Höheren Schulen. Es fehlt bei der individuellen Förderung.. Wo sind die notwendigen 10 Prozent FörderlehrerInnen."" Die Blockade der SPÖ beim Gratiskindergarten sei völlig unverständlich. ""Ein Jahr ist nicht genug! Zahlreiche Studien belegen, dass ein Kindergartenbesuch mindestens zwei Jahre sein sollte, um eine gute vorschulische Förderung zu bieten.""  "
OTS_20171009_OTS0046	1300000	0	-2.0	2017	FPÖ-Belakowitsch/Riemer: Tierschutzgesetz muss zurück an den Start!	Tierschutzgesetz wird Fall für Unterausschuss mit Beteiligung der Tierschutzvereine	Wien (OTS) - „Das neue ist nach der Beschlussfassung durch SPÖ, ÖVP und NEOS ein völliges 'Murks-Gesetz' und für die FPÖ bleibt nur eine einzige Möglichkeit noch etwas zum Positiven zu verändern: 'Zurück an den Start!' Die für den Tierschutz zuständige Gesundheitsministerin Pamela Rendi-Wagner hat als Ressortchefin völlig versagt. Deshalb muss es einen Neustart in dieser wichtigen Frage nach den Nationalratswahlen geben. Wir brauchen dazu einen eigenen Unterausschuss des Gesundheitsausschusses, um hier endlich eine solide Lösung zu finden, die sowohl das Tierwohl aber auch die idealistische Arbeit der vielen Tierschutzvereine einbezieht. Die FPÖ wird deshalb nach der Neukonstituierung des Nationalrats einen solchen Unterausschuss beantragen, so heute die Vorsitzende des Gesundheitsausschusses, NAbg. Dr. Dagmar Belakowitsch.
OTS_20060926_OTS0201	1100000	2	-1.0	2006	"Morgen Mittwoch: SJÖ-Medienaktion anlässlich ""Hokus-Pokus-Wolfis größtem Erfolg""  "	<no subtitle>	"Wien (SK) - Die Sozialistische Jugend Österreich (SJÖ) veranstaltet morgen Mittwoch, den 27. September 2006, um 9:15 Uhr auf der Kärntner Straße vor der Sky Bar in Wien eine Medienaktion unter dem Motto ""Mein größter Erfolg: Jugendarbeitslosigkeit verdoppelt!"". Die Aktion findet anlässlich einer Pressekonferenz des Personenkomitees des Bundeskanzlers statt. ****  "
OTS_20021101_OTS0009	1300000	3	1.0	2002	Schweitzer zu TV-Duell: Haupt entzaubert Gusenbauer	FPÖ-Bundesparteiobmann besticht mit Sachkenntnis 	Wien, 2002-11-01 (fpd) - FPÖ-Generalsekretär und Klubobmann Karl Schweitzer zeigte sich hocherfreut über den von Bundesparteiobmann Herbert Haupt errungenen Sieg über Alfred Gusenbauer im gestrigen TV-Duell.  
OTS_20060914_OTS0332	1100000	0	-1.0	2006	Gusenbauer zu Elsner-Festnahme: Längst überfälliger Schritt	Komisch, dass Schritt so lange gedauert hat	"Wien (SK) - ""Es war ein längst überfälliger Schritt und ich frage mich seit Monaten, warum die Hauptverdächtigen nicht längst hinter Gittern sitzen"", so SPÖ-Vorsitzender Alfred Gusenbauer am Donnerstag in der TV-Konfrontation mit Grünen-Chef Alexander Van der Bellen zur Festnahme von Ex-BAWAG-Chef Elsner in Frankreich. ""Es stellt sich aber auch die Frage, warum die Staatanwaltschaft Flöttl in Bratislava einvernimmt und nicht in Österreich. Ich bin froh, dass dieser Schritt jetzt gesetzt wurde, es ist aber schon komisch, dass es so lange gedauert hat."" ****  "
OTS_20021111_OTS0103	1100000	1	1.0	2002	Audio-OTS von Fischer/Petritsch auf www.spoe.at	<no subtitle>	"Wien (SK) Der SPÖ-Pressedienst stellt in Kürze O-Töne vom stv. SPÖ-Vorsitzenden Heinz Fischer und dem Wiener Spitzenkandidat für die Nationalratswahl, Wolfgang Petritsch, von einer Pressekonferenz kostenlos auf der SPÖ-Homepage unter http://www.diekampagne.spoe.at/presse/audio.php4 als Download zur Verfügung. Thema: ""Außenpolitik"" **** (Schluss) mp  "
OTS_20060919_OTS0143	1100000	2	-1.0	2006	"Widmung Maurer-Lange-Gasse - SP-Deutsch: ""Seltsame Verschwörungstheorien aus der ÖVP-Sudelküche!""  "	<no subtitle>	"Wien (SPW-K) - ""Durch die bevorstehende Wahl hat die Wiener ÖVP offenbar jeglichen Realitätsbezug verloren und braut in ihrer Sudelküche seltsame Verschwörungstheorien zusammen"", reagierte heute Gemeinderat Christian Deutsch auf Aussagen von Wiener ÖVP-Politikern zur Flächenwidmung in der Maurer-Lange-Gasse. ""Tatsache ist, dass der Wohnbauträger WOGEM völlig getrennt vom ÖGB agiert - darüber wacht auch der Revisionsverband der gemeinnützigen Bauvereinigungen. Die von der ÖVP konstruierten Vorwürfe einer ÖGB-Finanzierung entbehren jeglicher Grundlage.""  "
OTS_20021114_OTS0125	1100000	3	-1.0	2002	"Gaal weist ""absurde Haider-Vorwürfe"" zu Abfangjäger scharf zurück"	Aussagen richten sich von selbst - Position zu Ankauf klar	"Wien (SK) ""Mit einem lachenden und einem weinenden Auge"" blickt SPÖ-Wehrsprecher Anton Gaal auf die ""absurden Haider-Vorwürfe"", die dieser heute in einer Pressekonferenz zum Besten gegeben habe. Denn einerseits seien die Anschüttungen Haiders lachhaft und würden sich als ""letzter Wahlkampf-Strohhalm"" von selbst richten, andererseits sei es allerdings auch zutiefst bedauerlich, ""welch skurrile Wendungen sich Haider einfallen lässt, um irgendwie im Gespräch zu bleiben"", so Gaal, der Donnerstag gegenüber dem SPÖ-Pressedienst eine Entschuldigung Haiders für die unhaltbaren Anschuldigungen forderte. Nach den Vorwürfen an seiner eigenen Fraktion im Zusammenhang mit dem Abfangjäger-Ankauf sei der Kärntner LH ""nun bei der SPÖ gelandet, obwohl er genau weiß, dass wir in der gesamten Legislaturperiode am konsequentesten gegen den Ankauf aufgetreten sind. Seine eigene Partei hätte nur die von mir eingebrachten Entschließungsanträge gegen den Kauf der Kriegsgeräte im Nationalrat unterstützen müssen"", unterstrich der SPÖ-Wehrsprecher. ****  "
OTS_20170913_OTS0137	1200000	2	1.0	2017	Haubner/Leitl: ÖVP Wahlprogramm setzt richtige Schwerpunkte für Wirtschaft	Starkes Zeichen der ÖVP als Partei der Wirtschaft	Wien (OTS) - Sehr erfreut zeigen sich Wirtschaftsbund-Präsident Christoph Leitl und Generalsekretär Abg.z.NR Peter Haubner über den heute präsentierten 2. Teil des Programms von Sebastian Kurz.
OTS_20021106_OTS0028	1400000	2	-1.0	2002	Öllinger: Schüssel riskiert EU-Erweiterung für Fortsetzung der blau-schwarzen Koalition	Utl: Keine einzige Zukunftsfrage wurde angesprochen - Konfrontation auf Niveau eines Bassenastreits =	"Wien (OTS) ""ÖVP-Obmann Schüssel hat in der gestrigen ORF-Konfrontation jede Glaubwürdigkeit verspielt. Selbst nach einem schroffen Nein von FPÖ-Spitzenkandidat Haupt zur EU-Erweiterung genügte schon eine zarte Andeutung eines Ja, und Schüssel schwenkte wieder auf Fortsetzung der blau-schwarzen Koalition. Dabei war nie zuvor ein so deutliches Nein zur EU-Erweiterung von der FPÖ zu hören. Mit dieser FPÖ ist das historische Projekt EU-Erweiterung nicht zu machen. Doch um des persönlichen Machterhalts willen, ist Schüssel bereit, selbst die EU-Erweiterung, das angebliche Herzstück seiner Politik, aufs Spiel zu setzen"", so Karl Öllinger, stv, Klubobmann der Grünen, in Reaktion auf die gestrige TV-Konfrontation zwischen ÖVP-Obmann Schüssel und FPÖ-Spitzenkandidat Haupt.  "
OTS_20080925_OTS0010	1200000	1	-1.0	2008	Schüssel: SPÖ klinkt sich in klassische Anti-EU-Koalition ein	ÖVP-Klubobmann: Kehren Sie zu einem vernünftigen Pro Europa-Dialog zurück!	Wien (ÖVP-PK) - Wir erleben heute eine massive Richtungsänderung der SPÖ, einer Partei, mit der wir den EU-Beitritt verhandelt haben und die sich nun - geführt von einer Boulevardzeitung - in eine klassische Anti-EU-Koalition einklinkt, bedauerte heute, Donnerstag, ÖVP-Klubobmann Dr. Wolfgang Schüssel im Rahmen der Debatte zur Novelle des Bundesverfassungsgesetzes (zwingende Volksabstimmungen bei grundlegenden EU-Vertragsänderungen) die Haltung der SPÖ. Die ÖVP stimmte gegen den Antrag, der auch nicht die erforderliche Zwei-Drittel-Mehrheit erreichte. ****  
OTS_20170913_OTS0203	1100000	3	-1.0	2017	Heinz Vettermann (SPÖ): Es sind Kinder, Herr Gudenus. Kinder!	<no subtitle>	"Wien (OTS/SPW-K) - ""Immer wieder die alte Leier. Anstatt mit konstruktiven Ideen zur Bildung aufzuwarten, steht die Religion der SchülerInnen im Mittelpunkt des FPÖ-Wahlkampf-Geschwurbels"", stellt der Wiener SP-Gemeinderat Heinz Vettermann traurig fest. ""Ob Muslime, Buddhisten, Katholiken – ich darf Sie erinnern – es sind Kinder über die Sie da herziehen. Kinder!"", so Vettermann."
OTS_20080907_OTS0025	1100000	0	-2.0	2008	Blecha: Pensionisten brauchen 4 F	Fitness, Freunde, Freude und Faymann	"Wien (SK) - Die Kampagne des Pensionistenverbandes Österreichs zur Nationalratswahl läuft auf Hochtouren: Fast 3.000 Pensionistinnen und Pensionisten pilgerten zum NÖ-Landeswandertag nach Hohenau. PVÖ-Präsident Karl Blecha verlangte, ""dass jetzt Klartext geredet werden muss!"". Gemeinsam mit dem PVÖ-Spitzenkandidaten, SPÖ-Abgeordneten Hannes Bauer forderte Blecha die dringend notwendige Teuerungsabgeltung und eine vernünftige Pensionsanpassung. Blecha: ""Das PVÖ-Forderungsprogramm liegt auf dem Tisch!"" Bauer forderte die ÖVP auf, ihre Bremsen und Blockaden zu lösen. ****  "
OTS_20021117_OTS0068	1400000	4	1.0	2002	AVISO: Morgen, Montag - PK Glawischnig mit EVA ROSSMANN ! - Eröffnung des Grünen Frauenministeriums - Foto	<no subtitle>	ACHTUNG FOTOREDAKTIONEN!  
OTS_20170912_OTS0164	1300000	1	-1.0	2017	"FP-Krammer zu SP-Kriz: „Beschwerden sind bei Renate Brauner zu deponieren"""	Stadler handelt im Sinne der Simmeringer Bevölkerung	Wien (OTS) - „Bezirksvorsteher Stadler wird der Simmeringer Bevölkerung selbstverständlich die Möglichkeit einräumen, demokratisch über dieses wichtige Thema abzustimmen und nicht so wie die SPÖ im 10. Bezirk einfach über die Menschen drüberfahren“, erläutert die Simmeringer FPÖ-Bezirksvorsteher-Stellvertreterin Katharina Krammer. Darüber hinaus hat die zuständige SPÖ-Stadträtin Brauner nach elendslanger Prüfung darauf bestanden, dass auch Asylanten und andere Drittstaatsangehörige über das Parkpickerl im 11. Bezirk mitentscheiden dürfen.
OTS_20021028_OTS0082	1100000	2	0.0	2002	Lackner: Nicht einmal ÖVP-Funktionäre wollen Haftung für 60. ASVG-Novelle übernehmen	<no subtitle>	"Wien (SK) Vergangene Woche haben die Mitglieder im Verwaltungsrat des Hauptverbands gegen die Umsetzung der 60. ASVG-Novelle für die Krankenkassen gestimmt. SPÖ-Gesundheitssprecher Manfred Lackner sieht darin eine Bestätigung der Kritik der Opposition. Die SPÖ hatte davor gewarnt, dass mit der in der Novelle vorgesehenen Zwangsdarlehen alle Krankenkassen ins Minus rutschen würden. ""Genau das tritt jetzt ein"", so Lackner am Montag gegenüber dem Pressedienst der SPÖ. ""Die Verwaltungsräte haben erkannt, dass die von der Regierung geplanten Bilanztricks keinerlei Verbesserung für die Finanzierungssituation der Krankenkassen bringen, und haben ihren Parteifreunden in der Regierung eine Abfuhr erteilt."" ****  "
OTS_20021029_OTS0046	1100000	2	-1.0	2002	Gusenbauer: Frauenbild der ÖVP um Jahrhunderte von dem der SPÖ entfernt	Kritik an Finz-Äußerung: Politisches Klima des intellektuellen Vormärz	"Wien (SK) ""Schüssel hat beim ÖVP-Parteitag von 100.000 Stimmen gesprochen, die er sich noch wünscht; wir wollen lieber 100.000 neue Kinderbetreuungseinrichtungen"", sagte SPÖ-Vorsitzender Alfred Gusenbauer am Montag beim ""Happy Wendefest der Frauen"", initiiert von der unabhängigen Plattform für Gusenbauer. Gusenbauer warnte in dieser Hinsicht besonders vor der ÖVP, deren Frauenbild um Jahrhunderte von dem der SPÖ entfernt sei. ****  "
OTS_20021025_OTS0130	1100000	1	1.0	2002	"Bures: SPÖ-Bundesparteitag erstmals unter dem Motto ""Weil der Mensch Zählt"""	<no subtitle>	"Wien (SK) ""Am Bundesparteitag der SPÖ kommenden Sonntag wird es viel Bemerkenswertes geben: Die SPÖ wird ihr Wahlprogramm 'Faire Chancen für alle' mit 26 Projekten für die Zukunft Österreichs präsentieren sowie ein hervorragendes Team aus kompetenten Leuten. Beschlossen wird auch die Liste der KandidatInnen für die Nationalratswahlen, die streng nach dem Reißverschlussprinzip erstellt wurde"", erklärte SPÖ-Bundesgeschäftsführerin Doris Bures am Freitag bei einer gemeinsamen Pressekonferenz mit dem SPÖ-Vorsitzenden Alfred Gusenbauer. ""Zudem werden wir den Bundesparteitag erstmals öffentlich abhalten, und wir laden alle ein uns zu besuchen, ganz nach unserem Motto: 'Weil der Mensch zählt'. Die SPÖ will sich nicht wie die ÖVP in die Berge zurückziehen, oder wie die FPÖ in einem Nobelhotel verstecken"", betonte Bures. ****  "
OTS_20060915_OTS0174	1100000	1	1.0	2006	"SPÖ-Frauen: ""Roter Faden der SPÖ Frauenpolitik"" - BILD  "	<no subtitle>	"Wien (SPW) - Am Freitag fand der bundesweite Aktionstag ""Roter Faden der SPÖ Frauenpolitik"" der SPÖ-Frauen statt. In allen Bezirken Österreichs waren Aktivistinnen auf der Straße um das neue Buch ""ABC der Frauenpolitik"" zu verteilen. Auf der Wiener Mariahilferstraße beim Museumsquartier beteiligte sich die Wiener SP-Spitzenkandidatin Andrea Kuntzl an der Aktion und nahm Stellung: ""Frauenpolitik muss sich durch alle Bereiche der Politik ziehen. Wir wollen ein eigenständiges Frauenministerium und Stabsstellen in den anderen Ministerien, die sich für Frauenpolitik einsetzen."" Bei der Straßenaktion wurde der ""Rote Faden"" symbolisch dargestellt und führte von der Startlinie ""Frauen gewinnen!"" durch ein Meer von Plakatständern mit Beschriftungen, wie ""Gehts den Frauen gut, gehts uns allen gut"", ""X-Large - umfassende Kompetenzen für Frauen"", ""Umwelt, Forschung/ von wegen Männersache"" oder ""Definier mal Frauenpolitik"", bis hin zur Ziellinie ""Mehr ist fair- Chancen, Rechte, Einkommen"". ****  "
